INDEX,ETITLE,ECLASS,QCODE,EROUND,LAYER1,LAYER2,LAYER3,QNUM,QTYPE,QUESTION,ANSWER,DIFFICULTY,CREATED_DATE,MODIFIED_DATE
681,보험중개사,손해보험,ABCA-01,24,손보2부,화재보험,,1,A,"다음 중 ‘화재로 인한 재해보상과 보험가입에 관한 법률’ 에서 정하는 특수건물의 화재보험 가입에 대한 설명으로 옳지 않은 것은? 
①특수건물의 소유자가 가입하는 특약부화재보험에는 신체손해배상책임 특별약관과 화재대물배상책임 특별 약관을 첨부하여야 한다. 
②특수건물의 소유자는 그 특수건물의 화재로 인하여 다른 사람이 사망하거나 부상을 입었을 때에는 과실이 없는 경우에도 그 손해를 배상하여야 한다. 
③특수건물의 소유자가 특약부화재보험에 부가하여 풍재,수재 또는 건물의 무너짐 등으로 인한 손해를 담보하는 보험 가입을 요청한 경우 보험회사는 이를 거절할 수 없다 . 
④특수건물의 소유자가 특약부화재보험을 가입할 때에는 특수건물의 재조달가액에 해당하는 금액을 보험 가입금액으로 설정하여야 한다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
682,보험중개사,손해보험,ABCA-02,24,손보2부,화재보험,,2,A,"다음 중 국문 화재보험에서 보험증권에 기재하여야만 보험의 목적에 포함되는 것은? 
①피보험자 소유의 대문 ,담,곳간 등 건물의 부속물 
②피보험자 소유의 옥외 또는 실외에 쌓아둔 동산 
③피보험자 소유의 전기설비 ,가스설비 및 이와 비슷한 설비 
④피보험자 소유의 간판 ,네온사인 ,선전탑 등 건물의 부착물",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
683,보험중개사,손해보험,ABCA-03,24,손보2부,화재보험,,3,A,"다음 중 국문 화재보험 보통약관에서 보상하는 손해에 대한 설명으로 옳지 않는 것은? 
①벼락으로 인하여 보험의 목적에 발생한 손해 
②화재의 진화 중 소방수에 의하여 발생한 수침손해 
③화재진압과정에서 발생하는 소방손해 
④화재가 발생했을 때 생긴 도난 또는 분실로 인한 손해",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
684,보험중개사,손해보험,ABCA-04,24,손보2부,화재보험,,4,A,"다음 중 국문 화재보험 보통약관에서 보험금 등의 지급 한도에 대한 설명으로 옳지 않은 것은? 
①손해방지비용은 보험의 목적에 대한 지급보험금의 계산방법을 준용하여 계산하며 ,계산한 금액이 보험 가입금액을 초과하는 경우에도 이를 지급한다 . 
②잔존물 제거비용은 보험의 목적에 대한 지급보험금의 계산방법을 준용하여 계산하며 ,계산한 금액이 보험 가입금액을 초과하는 경우에도 이를 지급한다 . 
③대위권 보전비용은 보험의 목적에 대한 지급보험금의 계산방법을 준용하여 계산하며 ,계산한 금액이 보험 가입금액을 초과하는 경우에도 이를 지급한다 . 
④잔존물 보전비용은 보험의 목적에 대한 지급보험금의 계산방법을 준용하여 계산하며 ,계산한 금액이 보험 가입금액을 초과하는 경우에도 이를 지급한다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
685,보험중개사,손해보험,ABCA-05,24,손보2부,화재보험,,5,A,"다음 중 국문 화재보험 보통약관에서 계약 후 알릴 의무에 대한 설명으로 옳지 않은 것은? 
①보험회사는 계약 후 알릴 의무에 따라 통지된 내용 으로 위험이 증가된 경우에는 그 사유가 발생한 날로 부터 1개월 내에 보험료의 증액을 청구하거나 계약을 해지 할 수 있다. 
②보험의 목적 또는 보험의 목적을 수용하는 건물의 구조를 변경 ,개축 ,증축하거나 계속하여 15일 이상 수선하는 경우도 계약 후 알릴 의무에 해당이 된다 . 
③이 계약에서 보장하는 위험과 동일한 위험을 보장하는 계약을 다른 보험회사와 체결하고자 할 때 보험계약자나 피보험자는 지체없이 서면으로 보험회사에 알려야 한다. 
④보험의 목적을 다른 장소로 옮길 때도 계약자나 피보험자는 지체없이 서면으로 보험회사에 알리고 보험증권에 확인을 받아야 한다.",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
686,보험중개사,손해보험,ABCA-06,24,손보2부,화재보험,,6,A,"다음 중 국문 화재보험에서 보험기간 중 보험료의 추징 및 환급방법에 대한 설명으로 옳지 않은 것은? 
①법령에 따른 보험의 목적의 철거 ,양도 ,이전으로 인하여 보험계약을 해지하는 경우에는 미경과기간에 대하여 일단위로 계산한다 . 
②현재의 보험계약을 해지하고 동일한 보험의 목적에 대하여 새로운 화재보험 계약을 체결하는 경우에는 미경과기간에 대하여 일단위로 계산한다 . 
③보험계약에서 담보하지 않는 위험으로 보험의 목적이 멸실되어 해지하는 경우에는 미경과기간에 대하여 일 단위로 계산한다 . 
④보험의 목적이나 이를 수용하는 건물의 구조 또는 용도의 변경으로 위험이 증가 또는 감소되는 경우에는 미경과기간에 대하여 일단위로 계산한다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
687,보험중개사,손해보험,ABCA-07,24,손보2부,화재보험,,7,A,"다음 중 국문 화재보험의 기업휴지손해 담보 특별약관에 대한 설명으로 옳지 않은 것은? 
①기업의 휴지라 함은 보험의 목적의 손해로 인하여 불가피하게 발생한 전부 또는 일부의 영업중단을 말 한다 . 
②기업휴지손해에 대하여 발생일로부터 증권에 명기한 약정복구기간까지의 손해만을 보상하며 어떠한 경 우에도 이 기간을 초과하여 보상하지 않는다 . 
③기업휴지가 1개월 이상 계속되어 복구가 늦어지는 경우 피보험자의 청구가 있으면 매월 말에 보험회 사가 추정하는 가지급 보험금을 지급할 수 있다 . 
④보험회사가 손해를 보상한 경우에는 보험가입금액 에서 보상액을 뺀 잔액을 손해가 생긴 후의 나머지 보험 기간에 대한 잔존보험가입금액으로 한다 .손해보험중개사시험 -",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
688,보험중개사,손해보험,ABCA-08,24,손보2부,화재보험,,8,A,"다음 중 국문 화재보험에서 일반물건 요율의 적용에 대한 설명으로 옳지 않은 것은? 
①11층 이상 또는 높이가 35m초과되는 고층건물에 대하여는 전건물 및 그 수용동산에 대하여 고층건 물할증을 적용한다 . 
②‘화재로 인한 재해보상과 보험가입에 관한 법률 ’에 의해 가입하는 건물은 기계실 ,전기실 등 부속시설을 포함하여 소정의 할인율을 적용한다 . 
③건물 구조급수 3급 또는 4급 건물은 대면건물의 구조 및 공지거리에 따라 공지할인을 적용한다 . 
④원부재료 ,재공품 ,반제품 ,제품 등의 재고자산에 대하여는 야적의 재고자산을 포함하여 모든 재고 자산에 재고자산 할증을 적용한다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
689,보험중개사,손해보험,ABCA-09,24,손보2부,화재보험,,9,A,"다음 중 국문 화재보험에서 아래의 조건에 따라 산출한 보험금으로 옳은 것은? ○보험의 목적 :공장 건물 ○보험가입금액 :30억원 ○보험 가액 :60억원 ○손해액 :20억원 ○잔존물 제거비용 :4억원 ○손해방지비용 :2억 
①26억원 
②13억원 
③16억원 
④14억원",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
690,보험중개사,손해보험,ABCA-10,24,손보2부,화재보험,,10,A,"다음 중 패키지보험 (Package Insurance) 의 재산종합 위험 담보부문 (Property AllRisks)에서 별도의 명시적인 합의가 없어도 보험의 목적에 포함되는 것은? 
①터널 및 그 내부의 파이프 ,파이프내의 수용물 
②입목 또는 재배중인 곡물 
③가공,생산 및 제조과정 중에 투입된 촉매 및 소모성 재료 
④동물 ,새,물고기 및 기타 살아있는 생명체",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
691,보험중개사,손해보험,ABCA-11,24,손보2부,해상보험,,11,A,"Incoterms(2010) 상의 무역거래조건 중 송하인 (Shipper) 이 적하보험에 가입하는 조건은 ? 
①EXW(Ex Works) 
②FCA(Free Carrier) 
③FOB(Free OnBoard) 
④CIF(Cost, Insurance and Freight)",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
692,보험중개사,손해보험,ABCA-12,24,손보2부,해상보험,,12,A,"다음 중 해상고유의 위험(perils ofthesea)에 관한 설명 으로 틀린 것은? 
①해상의 우연한 사고나 재해만을 말하며 ,우연성이 없는 사고는 해상고유의 위험이 될 수 없다 . 
②폭풍이나 악천후 (heavy weather)의 경우는 예상외의 강도를 지닌 것이어야만 해상고유의 위험이 되는 것은 아니며 ,비록 예상할 수 있었던 정도의 폭풍이나 악 천후라고 하더라도 해상고유의 위험이 된다 . 
③조수간만의 차가 있는 항구의 계류장소에 계류하고 있던 선박이 썰물로 인하여 좌초된 경우에는 해상고 유의 위험에 해당된다 . 
④해상고유의 위험에 대한 입증책임은 피보험자가 부담한다.",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
693,보험중개사,손해보험,ABCA-13,24,손보2부,해상보험,,13,A,"1982년 협회전쟁약관 (적하)[Institute War Clauses(cargo), 1982]의 제5조 제1항 제2호에 최종양하항 또는 양하 장소에 선박이 도착한 날의 자정부터 기산하여 ()일이 경과할 때까지 적하의 양하가 이루어지지 않으면 이 보험은 종료한다고 규정하고 있다.다음 중 ( )안에 들어갈 숫자로 올바른 것은 ? 
①10
②15
③30
④60",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
694,보험중개사,손해보험,ABCA-14,24,손보2부,해상보험,,14,A,"구협회적하보험약관 (ICC, 1963)의 제3조 부선조항 (Craft & C.Clause)에 관한 설명으로 틀린 것은 ? 
①본선까지의 부선(Craft, Raft orLighter)에 의한 수송을 포함한다 . 
②본선으로부터의 부선 (Craft, Raft orLighter)에 의한 수송을 포함한다 . 
③각 부선은 각각 별도로 보험에 가입한 것으로 간주한다 . 
④보험자에게 통지하지 않고 부선운송인의 책임을 면제 하는 계약을 체결하여서는 안된다 .손해보험중개사시험 -",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
695,보험중개사,손해보험,ABCA-15,24,손보2부,해상보험,,15,A,"구협회적하보험약관 (ICC, 1963)및 신협회적하보험약관 (ICC, 1982)상의 공동해손조항 (General Average Clause)에 관한 설명으로 틀린 것은? 
①구협회적하보험약관 (ICC, 1963)상의 공동해손조항은 공동해손의 지급근거를 외국정산서 또는 YAR이라고 구체적으로 명시하고 있으나 신협회적하보험약관 (ICC, 1982)에서는 해상운송계약이나 준거법 또는 관 습에 따른다고 규정하고 있다 . 
②구협회적하보험약관 (ICC, 1963)과 신협회적하보험약관 (ICC, 1982)모두 공동해손조항에 공동해손 외에 구조 비용을 포함시켜 공동해손과 구조비용을 동일하게 취급하고 있다 . 
③신협회적하보험약관 (ICC, 1982)상의 공동해손조항에 따르면 MIA(1906) 에 규정된 바와 동일하게 피보험 위험을 피하기 위하여 발생한 것이 아니면 보험자는 어떠한 공동해손손해 또는 공동해손분담금에 대하여도 보상책임을 지지 않는다 . 
④구약관인 Institute Air Cargo Clause(All Risks)와 신 약관인 Institute Cargo Clause(Air) 모두 공동해손조 항을 규정하고 있지 않다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
696,보험중개사,손해보험,ABCA-16,24,손보2부,해상보험,,16,A,"신협회적하보험약관 (ICC,1982) 은 SGPolicy를 사용하고 있지 않다.SGPolicy본문에서 명기하고 있던 “lost or notlost”의 효과 등을 유지하기 위하여 신협회적하보험 약관(ICC,1982) 에 이를 흡수하여 규정한 조항은 ? 
①운송조항 (Transit Clause) 
②항해변경조항 (Change ofVoyage Clause) 
③피보험이익조항 (Insurable Interest Clause) 
④피보험자의무조항 (Duty ofAssured Clause)",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
697,보험중개사,손해보험,ABCA-17,24,손보2부,해상보험,,17,A,"밀폐되지 않은 컨테이너에 적입된 화물을 ICC(A)조건 으로 보험에 가입하였다 .이 화물이 갑판에 적재된 경우 OnDeck Clause(B) 에 의하여 보험조건이 변경된다 . 동 특별약관에 명기되어 있는 변경된 보험조건은 ? 
①ICC(B) including therisk ofWashing Overboard 
②ICC(B) including theriskofJettison &W ashing O verboard 
③ICC(C) including therisk ofWashing Overboard 
④ICC(C )including theriskofJettison &W ashing O verboard",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
698,보험중개사,손해보험,ABCA-18,24,손보2부,해상보험,,18,A,"ICC(A)조건에 파손(Breakage) 을 담보하는 요율이 제외 되어 있는 적하이므로 추가보험료를 부담하고 ICC(A) Breakage inexcess of5%조건으로 보험에 가입하였다. 운송인의 과실로 인하여 동 적하의 7%가 파손(Breakage) 된 경우 보험자의 보상은 ? 
①12%
②7%
③5%
④2%",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
699,보험중개사,손해보험,ABCA-19,24,손보2부,해상보험,,19,A,"운송보험에서 보험자의 책임이 개시된 후 사고가 발생 하기 전에 보험계약자나 피보험자의 책임없는 사유로 계약이 해지된 경우에 환급보험료는 ? 
①보험료 전액 
②보험료의 반액 
③보험료의 30%에 해당하는 금액 
④해지일자로부터 보험기간 종료시까지의 미경과기간에 대한 순보험료",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
700,보험중개사,손해보험,ABCA-20,24,손보2부,해상보험,,20,A,"운송보험에 대한 설명으로 틀린 것은? 
①보험자의 보장은 운송인이 운송할 목적으로 증권 상에 기재한 발송지의 보관장소 (창고포함 )의 울타리를 운송 차량이 벗어날 때 시작한다 . 
②보험자의 보장은 증권 상에 기재한 목적지의 보관장 소(창고포함 )에 반입(하역위험을 포함)이 되었을 때 종료된다 . 
③보험자의 보장은 증권 상에 기재한 목적지의 보관장 소(창고포함 )에 반입되기 전이라도 보관장소 (창고포 함)에 도착한 후 24시간이 경과한 때 종료된다 . 
④보험가입금액이 화물가액보다 낮을 경우 비례 보상한다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
701,보험중개사,손해보험,ABCA-21,24,손보2부,해상보험,,21,A,"B보험사에 1983년 협회기간약관 -선박(ITC-Hulls) 의 조건으로 보험에 가입된 A선주의 선박이 C선주의 선박과 충돌하는 사고가 발생하였고 ,충돌사고의 준거법을 국내법으로 합의하였다 .이때 사고 시점을 기준으로 A선주의 B보험사에 대한 보험금청구권의 소멸시효와 C선주를 상대로 한 충돌손해배상청구권의 제척기간을 올바르게 짝지어 놓은 것은?(소멸시효 ,제척기간 ) 
①3년,1년 
②3년,2년 
③6년,1년 
④6년,2년",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
702,보험중개사,손해보험,ABCA-22,24,손보2부,해상보험,,22,A,"다음 중 1994년 요크 ·앤트워프 규칙(YAR, 1994)에 따른 공동해손 성립요건을 충족시키지 못한 것은? 
①좌초된 선박을 부양하기 위하여 구조비가 발생한 경우 
②해상에서 선박의 기관 고장으로 안전항까지 선박이 예인된 경우 
③선박내 화재를 진압하는 과정에서 소방수에 의해 적 재화물의 일부가 손상을 입은 경우 
④항내에서 화물 선적 중 통상적인 점검 중 발견된 선 박의 프로펠러의 균열을 수리하기 위하여 당해 항에 서 상당기간 지연으로 인해 추가적인 항비가 발생한 경우손해보험중개사시험 -",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
703,보험중개사,손해보험,ABCA-23,24,손보2부,해상보험,,23,A,"1983년 협회기간약관 -선박(ITC-Hulls) 과 함께 사용되는 선박특별약관에 대한 설명 중 틀린 것은? 
①Cargo Loading and Discharging Operation Clause는 해상에서 선박간 화물의 적양하 작업 중 발생하는 손해를 담보하지만 ,작업기간이 7일을 초과하지 못하며 공제금액을 두배로 적용한다 . 
②Institute Machinery Damage Additional Deductible Clause에 따른 추가 공제금액은 엔진 등 기계류의 단독해손에 적용되고 ,선박보험의 기본 공제금액을 적용한 후 추가로 적용한다 . 
③Small General Average Expenditure Clause는 일정금액 까지 화주 등 다른 이해관계자들의 공동해손분담금 도 선박보험자가 보상할 수 있다 . 
④Deferred Premium Clause는 보험료의 분납을 허용하며, Premium Payable Deferrable Clause는 보험료 납입을 5일까지 유예하여 준다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
704,보험중개사,손해보험,ABCA-24,24,손보2부,해상보험,,24,A,"다음 중 우리나라 현행 상법 해상편의 선박소유자 등의 책임제한 규정에 따라 선박소유자의 책임을 제한할 수 있는 채권은 ? 
①침몰선의 난파물 제거와 관련한 채권 
②유조선의 유류오염손해에 대한 채권 
③본선의 선장 및 선원의 선박소유자에 대한 채권 
④선박의 운항과 관련하여 발생한 승선 여객의 사망 또는 신체의 상해로 인한 손해에 관한 채권",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
705,보험중개사,손해보험,ABCA-25,24,손보2부,해상보험,,25,A,"다음 중 선박건조보험약관 (Institute Clauses forBuilders’ Risks, 1988)에서 별도의 추가특별약관을 붙이지 아니 하고 본 약관을 통해 담보 및 보상 받을 수 있는 사항이 아닌 것은? 
①조악한 설계(faulty design)로 인한 선체 일부의 손상 
②시운전 항해 중 발생한 충돌사고로 인한 선원의 상해 
③시운전 항해 중 접촉사고로 인한 부표(buoy)의 손상에 대한 배상책임 
④건조조선소를 기점으로 200miles 떨어진 지점까지 자력으로 왕복 시운전 항해",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
706,보험중개사,손해보험,ABCA-26,24,손보2부,항공우주,,26,A,"다음 중 일반 항공보험증권 (London Aircraft Insurance Policy; AVN 1C)을 구성하는 항목(Section)이 아닌 것은 ? 
①항공기의 멸실 및 손상(Loss oforDamage toAircraft) 
②제3자 배상책임 (Legal Liability toThird Parties) 
③승객 배상책임 (Legal Liability toPassengers) 
④강탈 및 납치비용 (Extortion and Hi-Jack Expenses)",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
707,보험중개사,손해보험,ABCA-27,24,손보2부,항공우주,,27,A,"항공보험에서 사용하고 있는 약관이 아닌 것은? 
①Helicopter Permission Clause 
②War, Hi-Jacking and Other Perils Exclusion Clause (AVIATION) 
③Aircraft Laying-up Returns Clause(Hulls) 
④Supplementary Payments Clause",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
708,보험중개사,손해보험,ABCA-28,24,손보2부,항공우주,,28,A,"항공보험 사고 발생시 보상 여부를 위해 확인할 사항으로 가장 거리가 먼 것은? 
①항공기의 연간 운항예정시간 
②항공기의 승객 초과 탑승 여부 
③항공기의 기종 및 과거 사고통계 
④조종사의 비행 경력시간",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
709,보험중개사,손해보험,ABCA-29,24,손보2부,항공우주,,29,A,"항공보험에 가입한 항공기가 추락하여 보상의 대상이 되는 기체손상 및 배상책임 ,조종사 및 승객 상해가 아래와 같이 발생하였다 .보험가입 및 사고 내역이 아래와 같을 때 보험자가 지급할 금액은 ? 보험가입내역 *기체가입금액 :10억원 *배상책임 보상한도액 :2억원 *조종사 1인당 상해 가입금액 :1억원 *승객 1인당 상해 가입금액 :1억원 *Deductible :20% ofHull Value(Including Total Loss and Constructive Total Loss) 사고내역 *기체 :전손 *배상책임 :1억원 *조종사 :2명 사망 *승객 :2명 사망 
①11억원 
②12억원 
③13억원 
④15억원",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
710,보험중개사,손해보험,ABCA-30,24,손보2부,항공우주,,30,A,"위성발사보험 (Launch Insurance) 에 관한 설명 중 틀린 것은? 
①전손만 담보하거나 ,전손 및 분손 담보를 선택하여 가입할 수 있다 . 
②보험기간은 초기시험 가동 및 초기 운항을 포함하여 발사 후 180일 또는 1년까지로 설정한다 . 
③보험가입금액은 발사비용 ,교체비용 ,상실이익 등을 포함한 협정가액 (Agreed Value)으로 한다 . 
④발사중 전손은 아니나 ,수명이 상당부분 상실되어 통상 임무수행 능력이 70%이하로 감소되면 ,추정 전손으로 처리한다 .손해보험중개사시험 -",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
711,보험중개사,손해보험,ABCA-31,24,손보2부,재보험,,31,A,"다음 중에서 출재사의 보유와 특약한도를 금액이 아닌 손해율로 표기하는 것은 ? 
①Stop Loss Cover 
②Aggregate Cover 
③Risk Excess ofLoss Cover 
④Event Excess ofLoss Cover",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
712,보험중개사,손해보험,ABCA-32,24,손보2부,재보험,,32,A,"재보험의 형태에 대한 다음 설명 중 가장 적절하지 않은 것은? 
①특약재보험의 경우 출재대상 종목의 전 계약을 사전에 합의된 조건으로 자동 출재하는 반면,임의재보험은 개별 위험에 대하여 매번 재보험자의 동의를 받아 출 재한다 . 
②Quota Share특약은 출재사와 재보험사가 보험료와 보험금을 비례적으로 분담한다 . 
③Surplus Share특약은 출재사의 보유한도를 초과하는 금액에 대해서만 출재하기 때문에 Quota Share특약에 비 해 역선택 위험이 증가한다 . 
④Risk Excess ofLoss특약은 출재사가 보험가입금액을 기준으로 자기 부담금을 정하고 초과분은 재보험자가 부담한다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
713,보험중개사,손해보험,ABCA-33,24,손보2부,재보험,,33,A,"다음 Risk Excess ofLoss특약 조건에서 보험사고 발생후 복원하기 위하여 출재사가 지급해야 하는복원보험료는 얼마인가 ?(주어진 항목만을 고려하여 계산하시오 .) ㅇ특약한도 :20억원 inexcess of10억원 ㅇ복원횟수 및 조건 :1회,잔여기간에 상관없이 복원금액에 비례 ㅇ재보험료 :2억원 ㅇ최종손실액 :20억원 
①5억원 
②1억원 
③5억원 
④2억원",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
714,보험중개사,손해보험,ABCA-34,24,손보2부,재보험,,34,A,"다음 중 재보험수수료에 대한 설명으로 가장 적절하지 않은 것은? 
①재보험 인수결정에 중요한 요소이다 . 
②재보험료와 재보험금과의 사이에서 예상되는 마진을 얼마로 하느냐에 따라 결정된다 . 
③원보험에서 소요되는 모집비와 간접비를 재보험자가 보상하는 것이 목적이다 . 
④슬라이딩 스케일 수수료방식은 손해율이 높을수록 높 은 수수료가 적용된다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
715,보험중개사,손해보험,ABCA-35,24,손보2부,재보험,,35,A,"다음 중 임의재보험에 대한 설명으로 가장 적절하지 않은 것은? 
①재보험 처리가 번잡하고 비용 및 시간이 많이 소요된다 . 
②원보험자가 고액 계약이나 표준미달체 계약 등을 인수 하기 위해 사용된다 . 
③재보험자는 유리한 계약을 선별적으로 수재할 수 있다. 
④대수의 법칙에 의하여 특약 실적의 안정을 기할 수 있다.",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
716,보험중개사,손해보험,ABCA-36,24,손보2부,재보험,,36,A,"다음 중 재보험의 법적 성질에 관한 설명으로 가장 적절한 것은? 
①재보험계약은 기업보험에 속한다 . 
②원보험이 인보험인 때에는 재보험도 인보험이다 . 
③원보험계약자는 재보험계약에 직접적인 이해관계를 갖는다 . 
④재보험계약은 Follow theFortune원칙에 따라 원보험 계약의 효력에 영향을 미친다 .",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
717,보험중개사,손해보험,ABCA-37,24,손보2부,재보험,,37,A,"다음 중 이익수수료에 대한 설명으로 가장 적절한 것은? 
①이익수수료 계산시 재보험자의 경비를 공제할 수 없다. 
②이익수수료는 정률방식 (Flat Rate)으로만 계산한다 . 
③손실이 발생할 경우 손실금은 차년도로 이월하지 않는다 . 
④비비례재보험에서는 이익수수료가 필요없다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
718,보험중개사,손해보험,ABCA-38,24,손보2부,재보험,,38,A,"다음 중 재보험의 기본원칙에 가장 부합하지 않는 것은? 
①출재된 계약은 원보험계약 종료까지 계속 유지되어야 한다. 
②위험이 높은 상품의 경우 원보험사는 보유없이 출재 할 수 있다. 
③재보험 출재대상은 가입시의 위험금액을 중심으로 한다. 
④원보험자가 부담하는 책임과 동일한 조건으로 재보험자도 책임을 부담한다",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
719,보험중개사,손해보험,ABCA-39,24,손보2부,재보험,,39,A,"개별위험에서 발생한 사고의 손해액을 기준으로 원보험 자와 재보험자간의 책임을 분할하여 미리 자기부담금과 재보험자의 책임한도액을 약정해두는 재보험 방식은 ? 
①Excess ofLoss Cover 
②Surplus Share Treaty 
③Stop Loss Cover 
④Quota Share Treaty",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
720,보험중개사,손해보험,ABCA-40,24,손보2부,재보험,,40,A,"다음 중 Sudden Death Clause에 따라 특약재보험 계약의 전체 또는 일부사항을 재보험자가 해지할 수 있는 경우에 가장 적합하지 않은 것은? 
①출재사의 매매 ,M&A 
②출재사의 납입자본금 증액 
③출재사의 파산 및 청산 
④출재사의 대주주 변경",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
721,보험중개사,손해보험,ABAA-01,25,관계법령,보험업법,,1,A,"보험업법상 제3보험업의 보험종목에 속하지 않는 것은? 
①상해보험 
②질병보험 
③간병보험 
④연금보험",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
722,보험중개사,손해보험,ABAA-02,25,관계법령,보험업법,,2,A,"보험업을 처음 경영하려는 자가 보험업의 허가 신청서에 첨부하여야 할 서류에 해당하지 않는 것은? 
①보험약관 및 책임준비금 산출방법서 
②정관 
③경영하려는 보험업의 보험종목별 사업방법서 
④업무시작 후 3년간의 사업계획서",1,,2025-08-23 21:17:14,2025-08-23 21:17:14
723,보험중개사,손해보험,ABAA-03,25,관계법령,보험업법,,3,A,"보험업법상 보험중개사의 임의적 등록취소 사유에 해당 하는 사항을 모두 고른 것은? 가.보험중개사 등록 후 다른 보험회사등의 임직원이 된 경우 나.거짓이나 그 밖의 부정한 방법으로 보험중개사 등 록을 한 경우 다.모집에 관한 보험업법의 규정을 위반한 경우 라.보험업법 제101조의 자기계약 금지 규정을 위반한 경우 
①가,나 
②가,나,다 
③다,라 
④다",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
724,보험중개사,손해보험,ABAA-04,25,관계법령,보험업법,,4,A,"보험업법상 모집을 위탁한 보험회사의 배상책임에 관한 설명으로 옳지 않은 것은? 
①보험회사는 그 임직원이 모집을 하면서 보험계약자에게 손해를 입힌 경우 배상할 책임을 진다 . 
②보험회사가 그 임직원에 대하여 모집을 위탁하면서 상당한 주의를 하였고 이들이 모집을 하면서 보험 계약자에게 손해를 입히는 것을 막기 위하여 노력한 경 우에는 손해배상책임을 지지 아니한다 . 
③보험회사는 그 소속 보험설계사가 모집을 하면서 보험 계약자에게 손해를 입힌 경우 배상할 책임을 진다 . 
④보험회사는 보험대리점이나 그 소속 보험설계사가 모집을 하면서 보험계약자에게 손해를 입힌 경우 배상할 책임을 진다 .",2,,2025-08-23 21:17:14,2025-08-23 21:17:14
725,보험중개사,손해보험,ABAA-05,25,관계법령,보험업법,,5,A,"보험업법상 보험회사의 부수업무에 대한 설명으로 옳은 것은? 
①보험회사는 보험업에 부수하는 업무를 하려면 그 업무를 하려는 날의 5일 전까지 금융위원회에 신고하여야 한다. 
②금융위원회는 부수업무에 관한 신고 내용이 보험계약자 보호에 지장을 가져오는 경우에는 그 부수업무를 제한 하거나 시정할 수 있지만 ,금융시장의 안정성을 해치는 경우에는 그러하지 아니하다 .
③금융위원회는 신고받은 부수업무 및 제한명령 또는 시정명령을 한 부수업무를 대통령령으로 정하는 방법 에 따라 전자우편으로 통지하여야 한다 . 
④부수업무에 관한 신고내용이 보험회사의 경영건전성을 해치는 경우라면 금융위원회는 그 부수업무를 제한할 수 있다 .",4,,2025-08-23 21:17:14,2025-08-23 21:17:14
726,보험중개사,손해보험,ABAA-06,25,관계법령,보험업법,,6,A,"보험업법상 보험설계사의 자격에 관한 설명으로 옳은 것은? 
①피성년후견인 또는 피한정후견인은 보험설계사가 될 수 있다 . 
②보험업법에 따라 벌금 이상의 형을 선고받고 그 집행이 끝나거나 집행이 면제된 날로부터 1년이 지난 자는 보험설계사가 될 수 있다 . 
③보험업법에 따라 보험설계사 ,보험대리점 또는 보험중 개사의 등록이 취소된 후 2년이 지난 자는 보험설계 사가 될 수 있다 . 
④파산선고를 받은 자로서 복권되지 아니한 자도 보험 설계사가 될 수 있다 .",3,,2025-08-23 21:17:14,2025-08-23 21:17:14
